	Predicted_signature_1	Predicted_signature_2	Predicted_signature_3	Predicted_signature_4	Predicted_signature_5	Predicted_signature_6	Predicted_signature_7	Predicted_signature_8	Predicted_signature_9	Predicted_signature_10	Predicted_signature_11	Predicted_signature_12	Predicted_signature_13	
Sample_371	0.016136	0.149655	0.017825	0.149096	0.02695	3e-06	0.308	0.003991	0.041967	0.068274	0.014628	0.002816	0.20066	
Sample_372	0.022492	0.158726	0.015525	0.124685	0.010572	3e-06	0.299497	0.007924	0.027333	0.081267	0.019059	0.018782	0.214135	
Sample_373	0.038525	0.144284	0.011432	0.094557	0.055894	1.5e-05	0.283643	0.009316	0.062872	0.103834	0.015208	0.011872	0.168546	
Sample_374	0.013307	0.141506	0.011332	0.130548	0.019414	0.00087	0.285797	0.001999	0.086913	0.096672	0.026728	0.017644	0.167271	
Sample_375	0.007064	0.128523	0.01208	0.100608	0.019461	1.7e-05	0.298406	0.000216	0.105178	0.119461	0.001691	0.036238	0.171058	
Sample_376	0.004344	0.122392	0.006089	0.151382	0.004885	1.2e-05	0.270558	0.00196	0.092347	0.085615	0.014094	0.0517	0.194623	
Sample_377	0.015029	0.125496	0.00622	0.123254	0.024908	1.4e-05	0.281402	0.005552	0.067945	0.048371	0.057517	0.047494	0.196796	
Sample_378	0.011341	0.110498	0.002663	0.113811	0.037733	1.4e-05	0.299219	0.004625	0.092177	0.070811	0.038391	0.040437	0.178279	
Sample_379	0.017897	0.090785	0.020161	0.217622	0.015688	1.3e-05	0.199388	0.0549	0.036613	0.053043	0.024058	0.076231	0.193603	
Sample_380	0.000483	0.096792	0.070793	0.212119	0.011178	0.038331	0.218686	0.007334	0.021364	0.035789	0.015249	0.025758	0.246123	
Sample_381	0.014141	0.119502	0.091211	0.195306	0.020094	2.5e-05	0.167272	0.020388	0.028786	0.070401	0.073338	0.031923	0.167614	
Sample_382	0.026453	0.119294	0.029231	0.187299	0.02447	2.1e-05	0.179329	0.004379	0.062846	0.070347	0.079162	0.08242	0.13475	
Sample_383	0.007521	0.171836	0.008915	0.119038	0.008803	0.011015	0.2139	0.006968	0.236258	0.010769	0.011845	0.006739	0.186393	
Sample_384	0.008002	0.173176	0.007893	0.119603	0.006898	0.010755	0.213731	0.006564	0.235978	0.01097	0.013374	0.006362	0.186695	
Sample_385	0.007586	0.17313	0.008113	0.118699	0.010998	0.010903	0.212292	0.006303	0.236132	0.010344	0.013029	0.008283	0.184188	
Sample_386	0.007635	0.174062	0.009228	0.118139	0.00694	0.011108	0.212845	0.006532	0.234555	0.015138	0.01238	0.006781	0.184658	
Sample_387	0.029733	0.160723	0.020973	0.075825	0.035177	1.1e-05	0.231543	0.000184	0.227149	0.061433	0.024078	0.035633	0.097538	
Sample_388	0.014112	0.14631	0.011036	0.06814	0.100609	1e-05	0.184051	0.000226	0.166577	0.07267	0.01122	0.063184	0.161855	
Sample_389	0.015844	0.181148	0.03209	0.054777	0.20736	0.021644	0.180045	0.020032	0.039638	0.026478	0.040592	0.06305	0.117303	
Sample_390	0.020538	0.186537	0.014723	0.064324	0.114303	0.014298	0.231483	0.013596	0.054259	0.033411	0.082567	0.066883	0.103078	
Sample_391	0.000335	0.180863	0.007758	0.169325	0.168713	5e-06	0.194924	0.007638	0.055069	0.065755	0.024826	0.020019	0.10477	
Sample_392	0.030762	0.09251	0.009595	0.141256	0.005422	8e-06	0.303224	0.010577	0.049404	0.016211	0.028833	0.209632	0.102565	
Sample_393	0.031103	0.385905	0.012989	0.032367	0.065994	0.054237	0.108203	0.036994	0.031834	0.038421	0.062293	0.093867	0.045794	
Sample_394	0.009527	0.293241	0.045354	0.032797	0.015954	0.032355	0.07026	0.027496	0.05748	0.05802	0.108115	0.180647	0.068752	
Sample_395	0.005131	0.282998	0.052347	0.102286	0.104749	0.018114	0.103734	0.0068	0.084517	0.016483	0.024539	0.139488	0.058814	
Sample_396	0.019953	0.273496	0.054493	0.083102	0.103792	0.021903	0.103484	0.006092	0.089216	0.020652	0.035834	0.127665	0.060318	
Sample_397	0.007528	0.28482	0.001726	0.151356	0.060828	0.032076	0.123412	0.026758	0.017176	0.042418	0.051692	0.128135	0.072076	
Sample_398	0.003224	0.146873	0.010526	0.227135	0.013848	0.004476	0.145588	0.184392	0.017497	0.102276	0.008336	0.012143	0.123687	
Sample_399	0.004221	0.117982	0.007404	0.130868	0.026	8e-06	0.124503	0.274778	0.039297	0.066922	0.010448	0.038371	0.159197	
Sample_400	0.01201	0.096064	0.009005	0.179858	0.003765	0.011356	0.127175	0.007877	0.044632	0.368652	0.000311	0.033972	0.105322	
Sample_401	0.012007	0.097362	0.008401	0.178521	0.004118	0.012239	0.127745	0.006924	0.043039	0.373815	0.000314	0.032242	0.103273	
Sample_402	0.012243	0.100335	0.008923	0.177073	0.004913	0.015484	0.126448	0.006691	0.043332	0.37018	0.000882	0.032766	0.100729	
Sample_403	0.01273	0.100737	0.008764	0.176803	0.004941	0.013915	0.126988	0.006738	0.044014	0.369855	0.000902	0.033774	0.099838	
Sample_404	0.011437	0.097768	0.004674	0.153034	0.003047	0.047885	0.129977	0.00814	0.045402	0.3643	0.000243	0.021834	0.11226	
Sample_405	0.04988	0.083543	0.018237	0.150436	0.055728	2.1e-05	0.163681	0.004663	0.050507	0.244385	0.025413	0.043549	0.109957	
Sample_406	0.002766	0.051155	0.0035	0.299847	0.004803	5.4e-05	0.073779	0.001337	0.009503	0.010233	0.001755	0.00286	0.538408	
Sample_407	0.00725	0.063045	0.010853	0.335528	0.019483	0.002676	0.138205	0.003506	0.018797	0.027951	0.003962	0.007471	0.361274	
Sample_408	0.323857	0.083354	0.009104	0.084355	0.029694	0.000829	0.206465	0.001392	0.035422	0.029436	0.049463	0.022941	0.123686	
Sample_409	0.004318	0.10303	0.005502	0.098804	0.010733	0.45788	0.143224	0.000191	0.045801	0.01933	0.014361	0.034829	0.061996	
Sample_410	0.00048	0.141271	0.004567	0.142527	0.018451	0.281066	0.198293	0.000233	0.056747	0.023045	0.004962	0.015078	0.113281	
Sample_411	0.000209	0.089222	0.005478	0.199183	0.506694	0.01536	0.075365	0.001723	0.010259	0.025217	0.010431	0.013029	0.047831	
Sample_412	0.002816	0.095115	0.003204	0.113351	0.523872	0.001055	0.122651	0.008092	0.009343	0.041583	0.021512	0.014239	0.043166	
Sample_413	0.000177	0.043212	0.027088	0.189145	0.4532	0.009919	0.054936	0.009873	0.009985	0.015396	0.101184	0.060786	0.0251	
Sample_414	0.010426	0.118717	0.006445	0.118553	0.324468	0.001517	0.136062	0.002742	0.07561	0.019851	0.085035	0.01154	0.089034	
Sample_415	0.00024	0.03771	0.008984	0.359845	0.432305	0.009149	0.041181	0.009036	0.006267	0.008938	0.013865	0.030056	0.042424	
Sample_416	0.000332	0.243759	0.001252	0.128699	0.298195	0.003371	0.072794	0.016173	0.029682	0.081798	0.02785	0.035781	0.060313	
Sample_417	0.006899	0.111655	0.39557	0.117078	0.018602	2.2e-05	0.057946	0.011274	0.011557	0.023715	0.038692	0.161766	0.045224	
Sample_418	0.003606	0.055844	0.450203	0.023706	0.001632	4e-06	0.086415	0.008607	0.007894	0.034706	0.011826	0.270499	0.045057	
Sample_419	0.011973	0.021239	0.827926	0.009317	0.008683	5.7e-05	0.041075	0.013408	0.007967	0.006419	0.005095	0.031155	0.015687	
Sample_420	0.000242	0.034856	0.252197	0.028679	0.047756	0.055448	0.028813	0.154132	0.010315	0.052498	0.082247	0.228632	0.024184	
Sample_421	0.018162	0.06827	0.12853	0.031722	0.009679	0.037275	0.044754	0.136433	0.031683	0.063602	0.155047	0.219736	0.055107	
Sample_422	0.023147	0.110299	0.039185	0.077201	0.111717	0.046374	0.076603	0.007081	0.058227	0.049337	0.213723	0.118763	0.068343	
Sample_423	0.051497	0.104569	0.033139	0.029203	0.051297	0.028811	0.059306	0.042138	0.109565	0.023258	0.212085	0.189763	0.06537	
Sample_424	0.054365	0.039917	0.037247	0.017747	0.063976	0.073399	0.025202	0.049421	0.006064	0.008843	0.270948	0.307379	0.045491	
Sample_425	0.030274	0.130688	0.02226	0.052943	0.071749	6e-06	0.072537	0.009075	0.062929	0.010957	0.42741	0.064195	0.044978	
